ixdat version = 0.2.0dev
name = extended_platinum_ec
technique = EC
tstamp = 1580466722.0
backend_name = BackendBase(none, address=none)
id = 11
timecol 'time/s' for: '$U_{RHE}$ / [V]' and 'raw_current' and 'selector'
aliases = {"t": ["time/s"], "raw_potential": ["$U_{RHE}$ / [V]"], "raw_current": ["raw_current"], "selector": ["selector"]}
N_header_lines = 11

time/s,	$U_{RHE}$ / [V],	raw_current,	selector
16639.55004477501,	0.47818288999999997,	0.0006415483083035929,	2
16639.704144716263,	0.48124197999999996,	0.000648409109958838,	2
16639.858244657516,	0.48435951,	0.0006435656348009067,	2
16640.01234459877,	0.48750043,	0.0006535818204150175,	2
16640.166444540024,	0.49064213,	0.0006681641066009364,	2
16640.320544719696,	0.49380815,	0.0006643463912188595,	2
16640.47464466095,	0.49674354,	0.0006702399113524844,	2
16640.628744602203,	0.49983144999999995,	0.000685944901848614,	2
16640.782844543457,	0.50290213,	0.0006873396370897214,	2
16640.93694472313,	0.50631858,	0.0006860505439581985,	2
16641.091044664383,	0.50935115,	0.0007034389377950927,	2
16641.245144605637,	0.51251147,	0.000708601269853045,	2
16641.39924454689,	0.51553626,	0.0007142895981363442,	2
16641.553344726562,	0.51871873,	0.0007171222174466481,	2
16641.707444667816,	0.52187504,	0.0007336663358918499,	2
16641.86154460907,	0.5251183899999999,	0.0007327174068706621,	2
16642.015644550323,	0.52816721,	0.0007364730218420946,	2
16642.169744729996,	0.5313498299999999,	0.0007535707172108292,	2
16642.32384467125,	0.53434172,	0.0007602859243922774,	2
16642.477944612503,	0.5374586,	0.0007583271821427423,	2
16642.632044553757,	0.54079601,	0.0007735733749752553,	2
16642.78614473343,	0.54395021,	0.0007837061574006675,	2
16642.940244674683,	0.5469345,	0.000784571961805685,	2
16643.094344615936,	0.55010628,	0.0007937020972180915,	2
16643.24844455719,	0.55302424,	0.0008080517801666424,	2
16643.402544498444,	0.5564806999999999,	0.000819575880136687,	2
16643.556644678116,	0.55955061,	0.0008204131994213378,	2
16643.71074461937,	0.5626319,	0.0008312399759697127,	2
16643.864844560623,	0.5656297499999999,	0.0008440701469383041,	2
16644.018944501877,	0.5688013,	0.0008458143474258687,	2
16644.17304468155,	0.5719452199999999,	0.0008588735484257523,	2
16644.327144622803,	0.57518078,	0.000874392480672441,	2
16644.481244564056,	0.578355,	0.0008812096243690283,	2
16644.63534450531,	0.58140981,	0.0008889897512388625,	2
16644.789444684982,	0.5845464899999999,	0.000905036723281797,	2
16644.943544626236,	0.58775913,	0.0009168698417122423,	2
16645.09764456749,	0.59078988,	0.0009259077018447769,	2
16645.251744508743,	0.5937539599999999,	0.0009381065187930738,	2
16645.405844688416,	0.5971233899999999,	0.0009632635127810908,	2
16645.55994462967,	0.6001874199999999,	0.0009710904228564469,	2
16645.714044570923,	0.60305415,	0.0009803330420276035,	2
16645.868144512177,	0.60627026,	0.001003147843543137,	2
16646.02224469185,	0.60938763,	0.001023948234162068,	2
16646.176344633102,	0.61243467,	0.001031807479299788,	2
16646.330444574356,	0.6153289789999999,	0.001055776831459053,	2
16646.48454451561,	0.618371245,	0.001078781815843742,	2
16646.638644456863,	0.6216063089999999,	0.001096293169028876,	2
16646.792744636536,	0.624484923,	0.001114689303274864,	2
16646.94684457779,	0.627605941,	0.001148073476450333,	2
16647.100944519043,	0.630644482,	0.001171637170549827,	2
16647.255044460297,	0.633598168,	0.001194698425701846,	2
16647.40914463997,	0.636651773,	0.001223947601982448,	2
16647.563244581223,	0.639646564,	0.001259738773816101,	2
16647.717344522476,	0.6427111809999999,	0.001279037079632256,	2
16647.87144446373,	0.645916473,	0.001310692550232865,	2
16648.025544643402,	0.648636278,	0.001352475721117772,	2
16648.179644584656,	0.6517751549999999,	0.001380925480020553,	2
16648.33374452591,	0.654792179,	0.001411111118282089,	2
16648.487844467163,	0.657784339,	0.001457901862680647,	2
16648.641944646835,	0.660919372,	0.001493729784802628,	2
16648.79604458809,	0.663881488,	0.001523950157522498,	2
16648.950144529343,	0.666975986,	0.001566715353566613,	2
16649.104244470596,	0.670080386,	0.001616474910658656,	2
16649.25834465027,	0.6730974989999999,	0.001652548091337183,	2
16649.412444591522,	0.675966628,	0.001689143635115544,	2
16649.566544532776,	0.6789757009999999,	0.00174036493519371,	2
16649.72064447403,	0.6819387189999999,	0.001778811241306098,	2
16649.874744415283,	0.68530415,	0.001811248086835193,	2
16650.028844594955,	0.688183181,	0.001860574777258227,	2
16650.18294453621,	0.6911898,	0.001901708631520581,	2
16650.337044477463,	0.6942591349999999,	0.001933581796979264,	2
16650.491144418716,	0.697193595,	0.001970986331205855,	2
16650.64524459839,	0.700278918,	0.002013480148902597,	2
16650.799344539642,	0.7033777959999999,	0.00203937365161292,	2
16650.953444480896,	0.7064057413,	0.002066082411559131,	2
16651.10754442215,	0.7094626968,	0.002098128443075865,	2
16651.261644601822,	0.7123364982,	0.002089104894511976,	2
16651.415744543076,	0.71522616348,	0.002122667685053509,	2
16651.56984448433,	0.7181867072,	0.002149276133577856,	2
16651.723944425583,	0.7212162131,	0.002169435589233774,	2
16651.878044605255,	0.7245986193,	0.002178241544020795,	2
16652.03214454651,	0.7274109249999999,	0.002189564545336666,	2
16652.186244487762,	0.730559049,	0.002207706440412615,	2
16652.340344429016,	0.733683044,	0.002213272978890617,	2
16652.49444460869,	0.7368225869999999,	0.00221713120595372,	2
16652.648544549942,	0.740011498,	0.002227114830925303,	2
16652.802644491196,	0.743153954,	0.00224100155438102,	2
16652.95674443245,	0.746152543,	0.002242086403442586,	2
16653.11084461212,	0.7493093909999999,	0.002248653111226323,	2
16653.264944553375,	0.752392553,	0.002270932164298634,	2
16653.41904449463,	0.755782776,	0.002276844174615475,	2
16653.573144435883,	0.758789223,	0.002280489929308953,	2
16653.727244377136,	0.762115196,	0.00229969161379516,	2
16653.88134455681,	0.7649510429999999,	0.002314671731732464,	2
16654.035444498062,	0.768235661,	0.00232478063167537,	2
16654.189544439316,	0.771401465,	0.002342337761258207,	2
16654.34364438057,	0.77451722,	0.002366636172540622,	2
16654.49774456024,	0.7776957339999999,	0.002378919495938402,	2
16654.651844501495,	0.78088991,	0.002388914351867503,	2
16654.80594444275,	0.783741083,	0.00241016639144763,	2
16654.960044384003,	0.787070792,	0.002425093541433394,	2
16655.114144563675,	0.7901902909999999,	0.00242160375702269,	2
16655.26824450493,	0.793339629,	0.002435650458059242,	2
16655.422344446182,	0.7964514229999999,	0.002433895381078102,	2
16655.576444387436,	0.799609516,	0.0024134384708056,	2
16655.730544567108,	0.8025393519999999,	0.002393144972239566,	2
16655.88464450836,	0.805929225,	0.002379003296946805,	2
16656.038744449615,	0.809035484,	0.002338169987256597,	2
16656.19284439087,	0.812170509,	0.002297641734195943,	2
16656.34694457054,	0.81531031,	0.002260753566591452,	2
16656.501044511795,	0.81827507,	0.00221991709345247,	2
16656.65514445305,	0.8215138599999999,	0.002165357991786038,	2
16656.809244394302,	0.82450364,	0.002125505135099988,	2
16656.963344335556,	0.8277824699999999,	0.00209216387947158,	2
16657.11744451523,	0.8308996599999999,	0.002053019185563387,	2
16657.271544456482,	0.8340480299999999,	0.002016629619078732,	2
16657.425644397736,	0.83714307,	0.00199883710879208,	2
16657.57974433899,	0.84017884,	0.001970760552256109,	2
16657.73384451866,	0.84333454,	0.001949936599779661,	2
16657.887944459915,	0.84623074,	0.001949107368187847,	2
16658.04204440117,	0.8492726899999999,	0.001945846644336571,	2
16658.196144342422,	0.8525418,	0.001940632095343276,	2
16658.350244522095,	0.85539952,	0.001950836098014212,	2
16658.50434446335,	0.8586212099999999,	0.001962303439553203,	2
16658.658444404602,	0.86153695,	0.001972395164273374,	2
16658.812544345856,	0.864682,	0.001987573618282994,	2
16658.966644525528,	0.86753976,	0.002016588514538571,	2
16659.12074446678,	0.8707692,	0.002047357236225698,	2
16659.274844408035,	0.8737799799999999,	0.002064145597767943,	2
16659.42894434929,	0.87683299,	0.002099264978218766,	2
16659.58304452896,	0.87994283,	0.002130102345652403,	2
16659.737144470215,	0.8828035599999999,	0.00215900849255669,	2
16659.89124441147,	0.88572946,	0.0022021368318281,	2
16660.045344352722,	0.88895346,	0.002238629820757076,	2
16660.199444293976,	0.8919463599999999,	0.002281573450343667,	2
16660.353544473648,	0.89512425,	0.002324065481893359,	2
16660.5076444149,	0.8981124,	0.002368090520022147,	2
16660.661744356155,	0.90111243,	0.002414048316466889,	2
16660.81584429741,	0.90386088,	0.002464794953668512,	2
16660.96994447708,	0.9070118,	0.002512484009231132,	2
16661.124044418335,	0.91013711,	0.00257853009563546,	2
16661.27814435959,	0.91302302,	0.002616733816949508,	2
16661.432244300842,	0.91622263,	0.002673851047301955,	2
16661.586344480515,	0.91918897,	0.002720408690017342,	2
16661.74044442177,	0.92224027,	0.002776271225572668,	2
16661.894544363022,	0.92516786,	0.002832082868612737,	2
16662.048644304276,	0.92829078,	0.002880269259935855,	2
16662.202744483948,	0.93126554,	0.002931496886977761,	2
16662.3568444252,	0.9343158699999999,	0.002990561860435254,	2
16662.510944366455,	0.93723808,	0.003028631547041749,	2
16662.66504430771,	0.9403875899999999,	0.003082068118338655,	2
16662.81914448738,	0.94356151,	0.003135204075421694,	2
16662.973244428635,	0.94673906,	0.003176189406504812,	2
16663.12734436989,	0.94959788,	0.003241915198477743,	2
16663.281444311142,	0.95276838,	0.003284934177063409,	2
16663.435544252396,	0.9557192099999999,	0.003315990615181754,	2
16663.589644432068,	0.95884327,	0.00335768119466525,	2
16663.74374437332,	0.96213206,	0.003397206041620901,	2
16663.897844314575,	0.9651576799999999,	0.003450983209844459,	2
16664.05194425583,	0.96816152,	0.003478384425876627,	2
16664.2060444355,	0.97112658,	0.003519449682144508,	2
16664.360144376755,	0.97425425,	0.003567113537391426,	2
16664.51424431801,	0.97727352,	0.003594785059572406,	2
16664.668344259262,	0.9804667199999999,	0.003626665832839167,	2
16664.822444438934,	0.98364201,	0.003676135448454257,	2
16664.976544380188,	0.98698815,	0.003701927602777763,	2
16665.13064432144,	0.98984301,	0.003749397995403206,	2
16665.284744262695,	0.99308994,	0.003781032591208808,	2
16665.438844442368,	0.99619346,	0.003814532515531155,	2
16665.59294438362,	0.99923709,	0.00383762404682603,	2
16665.747044324875,	1.0023923799999999,	0.003879873311078111,	2
16665.90114426613,	1.00550234,	0.003909035056453812,	2
16666.0552444458,	1.00866013,	0.00394487918976906,	2
16666.209344387054,	1.01176756,	0.003969481075561068,	2
16666.363444328308,	1.01490035,	0.004015898044210917,	2
16666.51754426956,	1.0181224,	0.004039839429456488,	2
16666.671644449234,	1.02126985,	0.004073751975618482,	2
16666.825744390488,	1.0243147,	0.004114940423278771,	2
16666.97984433174,	1.02734792,	0.004155272667500282,	2
16667.133944272995,	1.03041777,	0.004185227232490032,	2
16667.28804421425,	1.0337322899999999,	0.004227445253286166,	2
16667.44214439392,	1.03667205,	0.004256173454988507,	2
16667.596244335175,	1.03999161,	0.004294514553834186,	2
16667.75034427643,	1.04303142,	0.004334946609181592,	2
16667.904444217682,	1.04626679,	0.00437131343657484,	2
16668.058544397354,	1.04936933,	0.004412569039716416,	2
16668.212644338608,	1.05239254,	0.004460290843049053,	2
16668.36674427986,	1.05554008,	0.004492904925078756,	2
16668.520844221115,	1.0588722799999999,	0.004533353324838653,	2
16668.674944400787,	1.06177649,	0.004574745163727745,	2
16668.82904434204,	1.06487193,	0.004626917057575883,	2
16668.983144283295,	1.06799021,	0.004674389319359581,	2
16669.13724422455,	1.07119164,	0.004719446512692238,	2
16669.29134440422,	1.07448259,	0.004769271744049626,	2
16669.445444345474,	1.07747426,	0.004804126112468762,	2
16669.599544286728,	1.08052161,	0.004847126879463065,	2
16669.75364422798,	1.08360955,	0.004907525425161763,	2
16669.907744407654,	1.08655485,	0.004942398334563627,	2
16670.061844348907,	1.08972153,	0.004992194079336862,	2
16670.21594429016,	1.09269264,	0.005047654766918049,	2
16670.370044231415,	1.0959056,	0.005091392467623364,	2
16670.52414417267,	1.09887749,	0.005129066797767933,	2
16670.632044315338,	1.1014495499999999,	0.005191891412768102,	2
16670.662744283676,	1.10158953,	0.005159002728760242,	2
16670.74744439125,	1.09980681,	0.003413895082871349,	2
16670.901544332504,	1.09675911,	0.002548656162654164,	2
16671.055644273758,	1.09345004,	0.001983434226412728,	2
16671.20974421501,	1.0906129999999998,	0.001572676584324379,	2
16671.363844156265,	1.0873104599999999,	0.001239068088233816,	2
16671.517944335938,	1.08444881,	0.000980001713410398,	2
16671.67204427719,	1.08121121,	0.0007573571884300218,	2
16671.826144218445,	1.07802006,	0.000574639565102824,	2
16671.9802441597,	1.07483321,	0.0004134496594554132,	2
16672.13434433937,	1.07188242,	0.0002727763869850696,	2
16672.288444280624,	1.06861519,	0.0001436245368355513,	2
16672.442544221878,	1.06561437,	4.195459159293217e-05,	2
16672.59664416313,	1.0624460199999999,	-6.137981228104199e-05,	2
16672.750744342804,	1.05916789,	-0.0001375428450558843,	2
16672.904844284058,	1.05605319,	-0.0002205706812853114,	2
16673.05894422531,	1.05300742,	-0.000300047424023753,	2
16673.213044166565,	1.05002385,	-0.000363840393310829,	2
16673.367144346237,	1.04661023,	-0.0004259695712916439,	2
16673.52124428749,	1.04369884,	-0.0004955888862326644,	2
16673.675344228745,	1.04042196,	-0.0005429811430344488,	2
16673.829444169998,	1.0374321,	-0.0005935516668866786,	2
16673.98354434967,	1.0341053599999999,	-0.0006455903637258213,	2
16674.137644290924,	1.03111669,	-0.0007036525108722151,	2
16674.291744232178,	1.02780249,	-0.0007477030054866395,	2
16674.44584417343,	1.0249771399999998,	-0.0007899159068431448,	2
16674.599944353104,	1.02175441,	-0.0008421243782723142,	2
16674.754044294357,	1.01862666,	-0.0008771335486751092,	2
16674.90814423561,	1.01544398,	-0.0009146976753226475,	2
16675.062244176865,	1.01231545,	-0.0009682469074122381,	2
16675.21634411812,	1.00917023,	-0.001003366531639976,	2
16675.37044429779,	1.00624373,	-0.001041928806202394,	2
16675.524544239044,	1.00309077,	-0.001084803140685853,	2
16675.678644180298,	0.99989119,	-0.001124295653744428,	2
16675.83274412155,	0.9969166199999999,	-0.001157694060119122,	2
16675.986844301224,	0.99376225,	-0.00120264706265882,	2
16676.140944242477,	0.99067253,	-0.00123777323794981,	2
16676.29504418373,	0.98761421,	-0.001289626167834141,	2
16676.449144124985,	0.98470136,	-0.001314742177739244,	2
16676.603244304657,	0.98148739,	-0.001357436956356321,	2
16676.75734424591,	0.97839012,	-0.001391563280586716,	2
16676.911444187164,	0.97536799,	-0.001429938454793944,	2
16677.065544128418,	0.9723629599999999,	-0.001469337039122513,	2
16677.21964430809,	0.96935349,	-0.001507092811478407,	2
16677.373744249344,	0.96625948,	-0.001542636757490709,	2
16677.527844190598,	0.9634270199999999,	-0.00158412704163342,	2
16677.68194413185,	0.9600989799999999,	-0.001613727640454366,	2
16677.836044311523,	0.95717723,	-0.001653774796223327,	2
16677.990144252777,	0.95412427,	-0.001693263016473968,	2
16678.14424419403,	0.95126769,	-0.001723192022769151,	2
16678.298344135284,	0.94797654,	-0.00177740590433751,	2
16678.452444076538,	0.94517476,	-0.001809373876199918,	2
16678.60654425621,	0.9422671899999999,	-0.00183603384204914,	2
16678.760644197464,	0.93891547,	-0.00186728203399851,	2
16678.914744138718,	0.93595449,	-0.001904559490757362,	2
16679.06884407997,	0.9329285599999999,	-0.001942018177446524,	2
16679.222944259644,	0.92990683,	-0.001967804992031722,	2
16679.377044200897,	0.9268557799999999,	-0.00200316013027995,	2
16679.53114414215,	0.92385059,	-0.00204172852164683,	2
16679.685244083405,	0.9208688599999999,	-0.002061756301603011,	2
16679.839344263077,	0.9178008799999999,	-0.002089240535846158,	2
16679.99344420433,	0.9147473399999999,	-0.002130447789997984,	2
16680.147544145584,	0.9116167799999999,	-0.002149578437557725,	2
16680.301644086838,	0.9086692599999999,	-0.002182072263762906,	2
16680.45574426651,	0.9056127199999999,	-0.002208099204488043,	2
16680.609844207764,	0.9025657699999999,	-0.002231978963028652,	2
16680.764044046402,	0.89953151,	-0.002243287247476904,	2
16680.91804409027,	0.89647285,	-0.002272286879368764,	2
16681.072244167328,	0.89341633,	-0.002291502998386673,	2
16681.226244211197,	0.8904266,	-0.002308119268281672,	2
16681.380444049835,	0.88739867,	-0.00231811882786255,	2
16681.534444093704,	0.88429235,	-0.002342782305636899,	2
16681.68864417076,	0.88134287,	-0.002350322761898858,	2
16681.84264421463,	0.87811465,	-0.002356573570170391,	2
16681.99684405327,	0.8751058199999999,	-0.002370959893795259,	2
16682.150844097137,	0.8720821599999999,	-0.002385702502702453,	2
16682.305044174194,	0.86892494,	-0.002382799449613955,	2
16682.459044218063,	0.86578576,	-0.002387356419498596,	2
16682.6132440567,	0.86270168,	-0.002385586538662329,	2
16682.76724410057,	0.85943319,	-0.002381481016227212,	2
16682.921444177628,	0.8564338899999999,	-0.002374031763754111,	2
16683.075444221497,	0.85328836,	-0.002364744209648488,	2
16683.229644060135,	0.8502678699999999,	-0.00235773391786683,	2
16683.383644104004,	0.84706403,	-0.002344779446721074,	2
16683.53784418106,	0.84382946,	-0.002324685634585131,	2
16683.69184422493,	0.840756,	-0.002309211900582829,	2
16683.846044063568,	0.8374885599999999,	-0.002288184971400715,	2
16684.000044107437,	0.83461856,	-0.002265662390326256,	2
16684.154244184494,	0.83133737,	-0.002244831020883555,	2
16684.308244228363,	0.82830839,	-0.002221105690611451,	2
16684.462444067,	0.82505794,	-0.00219071208305887,	2
16684.61644411087,	0.82211905,	-0.002150664831527468,	2
16684.770644187927,	0.81870219,	-0.002119531161479738,	2
16684.924643993378,	0.81585656,	-0.002089732648489981,	2
16685.078844070435,	0.812693004,	-0.002040759041410822,	2
16685.232844114304,	0.809647087,	-0.002003233563437429,	2
16685.38704419136,	0.806168746,	-0.001969150794908753,	2
16685.54104399681,	0.8031408449999999,	-0.001919822455104983,	2
16685.695244073868,	0.799938064,	-0.001868421639530271,	2
16685.849244117737,	0.7969737539999999,	-0.001831153848342829,	2
16686.003444194794,	0.793880131,	-0.001781737874991023,	2
16686.157444000244,	0.790567134,	-0.001736104278443621,	2
16686.3116440773,	0.787484113,	-0.001683297906149009,	2
16686.46564412117,	0.784255911,	-0.001640519361562849,	2
16686.619844198227,	0.78119408,	-0.001580162760265222,	2
16686.773844003677,	0.778096233,	-0.001525757537134263,	2
16686.928044080734,	0.775243197,	-0.001485008540446959,	2
16687.082044124603,	0.771898404,	-0.001431400631073691,	2
16687.23624396324,	0.768899113,	-0.001371716595066123,	2
16687.39024400711,	0.765644401,	-0.001328752448767987,	2
16687.544444084167,	0.762582582,	-0.001279343620547386,	2
16687.69854402542,	0.7595835439999999,	-0.001224830346277954,	2
16687.852643966675,	0.756692097,	-0.001176710216380963,	2
16688.006744146347,	0.75321123,	-0.001134712901873742,	2
16688.1608440876,	0.750139229,	-0.001094589890664282,	2
16688.314944028854,	0.747109704,	-0.001041568236382109,	2
16688.469043970108,	0.7440685819999999,	-0.001000664668048112,	2
16688.62314414978,	0.74121929,	-0.0009616788714391263,	2
16688.777244091034,	0.7379110249999999,	-0.0009135699755302793,	2
16688.931344032288,	0.734862216,	-0.0008771095359211699,	2
16689.08544397354,	0.731971791,	-0.0008463246429820555,	2
16689.239544153214,	0.728984662,	-0.0008067026082641971,	2
16689.393644094467,	0.725817414,	-0.0007691890812244369,	2
16689.54774403572,	0.7229854446999999,	-0.0007386851136532546,	2
16689.701843976974,	0.719757361,	-0.0007122779744374672,	2
16689.855944156647,	0.7166847663,	-0.000678716247108099,	2
16690.0100440979,	0.7136792909999999,	-0.000647560864559218,	2
16690.164144039154,	0.7110894724,	-0.0006010265880396354,	2
16690.318243980408,	0.708037865,	-0.0005917251507827504,	2
16690.47234416008,	0.7050010405,	-0.0005640846605874678,	2
16690.626444101334,	0.701889845,	-0.0005494703895789609,	2
16690.780544042587,	0.6990019439999999,	-0.0005356862609487718,	2
16690.93464398384,	0.695911396,	-0.0005064889881614843,	2
16691.088743925095,	0.692954552,	-0.0004925693951085171,	2
16691.242844104767,	0.6898873729999999,	-0.0004819329241170039,	2
16691.39694404602,	0.686879907,	-0.0004646725630189502,	2
16691.551043987274,	0.683636554,	-0.0004434230979995287,	2
16691.705143928528,	0.680891335,	-0.0004389262829992365,	2
16691.8592441082,	0.6778085939999999,	-0.0004309509055068963,	2
16692.013344049454,	0.674876288,	-0.0004149955348919373,	2
16692.167443990707,	0.671673294,	-0.0004058609284727458,	2
16692.32154393196,	0.66870147,	-0.0004061715252833623,	2
16692.475644111633,	0.66554223,	-0.0003881061804274933,	2
16692.629744052887,	0.662604835,	-0.0003793302962997163,	2
16692.78384399414,	0.6596464479999999,	-0.0003855671700933687,	2
16692.937943935394,	0.656451903,	-0.0003759174076578757,	2
16693.092044115067,	0.653474048,	-0.0003662832675312912,	2
16693.24614405632,	0.650377613,	-0.000371131180593157,	2
16693.400243997574,	0.647349347,	-0.0003700182965085479,	2
16693.554343938828,	0.6444733549999999,	-0.0003598771832472678,	2
16693.7084441185,	0.641366657,	-0.0003594451806768909,	2
16693.862544059753,	0.638120633,	-0.0003686978583650437,	2
16694.016644001007,	0.634967458,	-0.0003668129257549026,	2
16694.17074394226,	0.631913733,	-0.0003585815999651587,	2
16694.324843883514,	0.628852297,	-0.0003703618014536478,	2
16694.478944063187,	0.625885751,	-0.000367975763871023,	2
16694.63304400444,	0.6225580159999999,	-0.0003604720075824331,	2
16694.787143945694,	0.619402182,	-0.0003705280616986316,	2
16694.941243886948,	0.616526578,	-0.0003741321841153428,	2
16695.09534406662,	0.61344398,	-0.0003696784897309524,	2
16695.249444007874,	0.6101273899999999,	-0.0003738136145597075,	2
16695.403543949127,	0.60707064,	-0.0003811937924698561,	2
16695.55764389038,	0.60385113,	-0.000379180969665613,	2
16695.711744070053,	0.60076262,	-0.0003813661781375422,	2
16695.865844011307,	0.59760983,	-0.0003882126682413301,	2
16696.01994395256,	0.59458413,	-0.000398867041630474,	2
16696.174043893814,	0.59127952,	-0.0003899576786336083,	2
16696.328144073486,	0.58821874,	-0.0003996142882753484,	2
16696.48224401474,	0.58513681,	-0.0004062049184759917,	2
16696.636343955994,	0.58186823,	-0.0004043122366700312,	2
16696.790443897247,	0.5786824899999999,	-0.0004088301780495974,	2
16696.94454407692,	0.57559652,	-0.0004191271528646515,	2
16697.098644018173,	0.57254614,	-0.0004211100808623387,	2
16697.252743959427,	0.56943833,	-0.0004233786260914888,	2
16697.40684390068,	0.56616601,	-0.0004301408502810405,	2
16697.560943841934,	0.56316316,	-0.0004374628386129287,	2
16697.715044021606,	0.56003917,	-0.0004373752821119955,	2
16697.86914396286,	0.5569124299999999,	-0.0004420649047883933,	2
16698.023243904114,	0.5534821,	-0.0004604770978552646,	2
16698.177343845367,	0.55060762,	-0.0004574651356096214,	2
16698.33144402504,	0.5473203,	-0.0004559786966179796,	2
16698.485543966293,	0.5444199999999999,	-0.0004667039498472319,	2
16698.639643907547,	0.54117648,	-0.0004724003022223023,	2
16698.7937438488,	0.5380288,	-0.0004729931769149147,	2
16698.947844028473,	0.5349924399999999,	-0.0004816529862056865,	2
16699.101943969727,	0.53194572,	-0.0004898377838330782,	2
16699.25604391098,	0.52852331,	-0.000491739345987955,	2
16699.410143852234,	0.52565089,	-0.0004933501435151438,	2
16699.564244031906,	0.52240602,	-0.000504764743924413,	2
16699.71834397316,	0.5193980699999999,	-0.0005091522958140908,	2
16699.872443914413,	0.51633535,	-0.0005053476877830143,	2
16700.026543855667,	0.51321199,	-0.0005205471923715385,	2
16700.18064403534,	0.50993299,	-0.000527123923905803,	2
16700.334743976593,	0.5069659799999999,	-0.0005212049179139644,	2
16700.488843917847,	0.50390896,	-0.0005258530279398013,	2
16700.6429438591,	0.50100632,	-0.0005386303347629084,	2
16700.797043800354,	0.49789553999999997,	-0.0005349992281601075,	2
16700.951143980026,	0.49514952,	-0.0005366391197023611,	2
16701.10524392128,	0.49176025,	-0.0005454709887129476,	2
16701.259343862534,	0.48854360999999996,	-0.0005492630815209535,	2
16701.413443803787,	0.48556241,	-0.0005427863548845974,	2
16701.56754398346,	0.48295078999999996,	-0.0005515542355422204,	2
16701.721643924713,	0.47982347,	-0.000561066553430956,	2
16701.875743865967,	0.47663771999999993,	-0.0005605201670290695,	2
16702.02984380722,	0.47336173,	-0.0005579653285638295,	2
16702.183943986893,	0.47032903,	-0.0005681318228104668,	2
16702.338043928146,	0.46745218999999993,	-0.0005621480164036616,	2
16702.4921438694,	0.46463563999999996,	-0.0005595937666842375,	2
16702.646243810654,	0.46158393999999997,	-0.0005714384536822151,	2
16702.800343990326,	0.45856489999999994,	-0.000569348117600248,	2
16702.95444393158,	0.45546347,	-0.0005634962459228612,	2
16703.108543872833,	0.45249384,	-0.0005715109792326983,	2
16703.262643814087,	0.44952424999999996,	-0.0005745594206794814,	2
16703.41674399376,	0.44659486,	-0.0005673454631196116,	2
16703.570843935013,	0.44335502,	-0.0005673849049842791,	2
16703.724943876266,	0.4403986,	-0.0005758411623441222,	2
16703.87904381752,	0.43720811,	-0.0005774603705287675,	2
16704.033143997192,	0.43437475,	-0.0005682704041021129,	2
16704.187243938446,	0.43134515999999995,	-0.0005774076045333013,	2
16704.3413438797,	0.42828198999999995,	-0.0005745791205515318,	2
16704.495443820953,	0.42524477,	-0.0005678132210364542,	2
16704.649543762207,	0.42216274,	-0.0005751783848733181,	2
16704.80364394188,	0.41909578,	-0.0005778250816973404,	2
16704.957743883133,	0.41600346,	-0.0005731246795823776,	2
16705.111843824387,	0.41311617999999994,	-0.0005749590322457895,	2
16705.26594376564,	0.41007435,	-0.0005804661455535379,	2
16705.420043945312,	0.40707317,	-0.0005790394395488764,	2
16705.574143886566,	0.40397802,	-0.000579765156930815,	2
16705.655743837357,	0.40269299999999997,	-1.304142642766237e-05,	2
16706.655743837357,	0.40225422,	-0.0001305660278568667,	2
16707.655743837357,	0.40143390999999995,	-5.906674916162735e-05,	2
16708.655743837357,	0.40093790999999995,	-3.646612677347895e-05,	2
16709.655743837357,	0.40107146,	-2.535240354447409e-05,	2
16710.655743837357,	0.40095700999999995,	-1.894326892676191e-05,	2
16711.655743837357,	0.40009856,	-1.619705998215296e-05,	2
16712.655743837357,	0.40038469,	-1.725920586214332e-05,	2
16713.655743837357,	0.40114777999999995,	-2.042757503219832e-05,	2
16714.655743837357,	0.400709,	-2.60110925888398e-05,	2
16715.655743837357,	0.40103331,	-3.165313717749997e-05,	2
16716.655743837357,	0.40154838,	-3.662529721662509e-05,	2
16717.655743598938,	0.40208253,	-3.996619405955928e-05,	2
16718.655743598938,	0.40238776,	-4.147480502733755e-05,	2
16719.655743598938,	0.40206346,	-4.04724557829866e-05,	2
16720.655743598938,	0.40152931,	-3.79542511886655e-05,	2
16721.655743598938,	0.40135761999999997,	-3.573631578454985e-05,	2
16722.655743598938,	0.40095700999999995,	-3.32193843358937e-05,	2
16723.655743598938,	0.40116684999999996,	-3.286936317249461e-05,	2
16724.655743598938,	0.40061362999999994,	-3.427084010010622e-05,	2
16725.655743598938,	0.40076621999999995,	-3.807066926287919e-05,	2
16726.655743598938,	0.40137669,	-4.33859776673047e-05,	2
16727.655743598938,	0.40242590999999994,	-4.887203581741917e-05,	2
16728.655743598938,	0.40206346,	-5.394903754166202e-05,	2
16729.655743598938,	0.40273115,	-5.759860140661885e-05,	2
16730.655743598938,	0.40248312999999997,	-5.920199944711171e-05,	2
16731.655743598938,	0.40278836999999995,	-5.797559742168806e-05,	2
16732.655743598938,	0.40189176,	-5.533957180015254e-05,	2
16733.655743598938,	0.40109052999999995,	-5.253407110793673e-05,	2
16734.655743598938,	0.40114777999999995,	-4.98867255012272e-05,	2
16735.655743598938,	0.40038469,	-4.78684186819067e-05,	2
