name = spectra_0.66V
technique = spectrum
N_header_lines = 8
tstamp = 1
backend_name = BackendBase(none, address=none)
id = 2

wavelength / [nm],spectra_0.66V
709.42365,57088.7
709.83783,57059.4
710.25201,57053.6
710.66614,57042.9666666667
711.08026,57039.5666666667
711.49438,57070.5333333333
711.90845,57019.5
712.32251,57040.4333333333
712.73657,57045.8
713.15063,57014.2666666667
713.56464,56988.2
713.97864,56997.1
714.39258,56958.6333333333
714.80652,56931.2333333333
715.22046,56952.8
715.63434,56906.8
716.04828,56879.1666666667
716.4621,56849.3666666667
716.87598,56819.3333333333
717.28979,56797.6333333333
717.70361,56802.0
718.11737,56761.9666666667
718.53119,56752.0333333333
718.94489,56726.9333333333
719.35864,56725.6
719.77234,56709.5666666667
720.18604,56678.1
720.59967,56691.4
721.01337,56692.5
721.42694,56762.2
721.84058,56588.4
722.25415,56610.5
722.66772,56656.5
723.08124,56628.7666666667
723.49475,56633.3
723.90826,56664.0
724.32178,56680.5
724.73523,56673.4666666667
725.14868,56630.9
725.56207,56608.3333333333
725.97546,56801.7666666667
726.38885,56740.9666666667
726.80225,56740.6333333333
727.21558,56732.0333333333
727.62885,56773.3666666667
728.04218,56805.4
728.45544,56837.1333333333
728.86871,56883.0
729.28192,56903.4333333333
729.69513,56939.8333333333
730.10834,57037.0666666667
730.52148,56998.3
730.93463,57052.2
731.34778,57022.6333333333
731.76086,57142.9333333333
732.17395,57185.3
732.58704,57209.7
733.00006,57192.1333333333
733.41309,57232.3333333333
733.82611,57243.5
734.23907,57309.7
734.65204,57327.4
735.065,57304.6666666667
735.47791,57296.8333333333
735.89081,57340.5666666667
736.30365,57357.6
736.71655,57294.3
737.12939,57323.0666666667
737.54218,57298.4666666667
737.95496,57278.9
738.36774,57247.8333333333
738.78046,57219.6
739.19324,57197.2
739.6059,57244.4333333333
740.01862,57126.9333333333
740.43127,57096.5
740.84387,57043.0333333333
741.25653,57005.7
741.66913,56939.0666666667
742.08167,56927.8666666667
742.49426,56872.3666666667
742.9068,56799.3333333333
743.31927,56725.7666666667
743.73175,56677.8
744.14423,56573.1666666667
744.5567,56490.3333333333
744.96912,56417.3666666667
745.38153,56349.2666666667
745.79388,56277.0
746.20624,56235.8
746.61859,56161.0
747.03088,56048.6666666667
747.44318,55964.0666666667
747.85547,55875.1666666667
748.2677,55780.5333333333
748.67993,55727.7333333333
749.09216,55626.9666666667
749.50433,55541.3666666667
749.9165,55436.9
750.32861,55409.7666666667
750.74072,55321.7333333333
751.15283,55192.9666666667
751.56494,55104.8666666667
751.97699,55013.2666666667
752.38898,54965.3
752.80103,54821.2333333333
753.21301,54782.7666666667
753.62494,54678.5666666667
754.03687,54563.7
754.44879,54486.1333333333
754.86072,54423.5
755.27258,54305.2333333333
755.68445,54265.3666666667
756.09625,54127.6
756.50806,54095.5666666667
756.91986,53999.6666666667
757.3316,53901.2666666667
757.74335,53809.4666666667
758.15509,53753.0
758.56677,53659.7333333333
758.97845,53609.0666666667
759.39008,53522.1333333333
759.8017,53453.9333333333
760.21332,53382.6666666667
760.62488,53328.8666666667
761.03644,53284.1666666667
761.448,53164.0
761.8595,53121.3
762.271,53059.9666666667
762.68243,53016.6333333333
763.09387,52964.8666666667
763.50531,52920.4333333333
763.91675,52858.2666666667
764.32813,52777.9666666667
764.73944,52749.8
765.15076,52716.6666666667
765.56207,52609.8666666667
765.97339,52615.6333333333
766.38464,52548.2
766.7959,52533.4666666667
767.20709,52452.5
767.61829,52435.3666666667
768.02948,52350.2333333333
768.44061,52322.1
768.85175,52269.5
769.26282,52249.1333333333
769.67389,52192.2333333333
770.08496,52149.1
770.49597,52158.9333333333
770.90698,52069.5333333333
771.31799,52017.8666666667
771.72894,51994.5666666667
772.13989,51941.6333333333
772.55084,51898.9666666667
772.96173,51908.1
773.37256,51882.2666666667
773.78345,51833.0666666667
774.19421,51781.0666666667
774.60504,51771.6333333333
775.01581,51723.2
775.42657,51737.9666666667
775.83728,51649.3666666667
776.24799,51644.2666666667
776.65869,51596.4
777.06934,51583.5333333333
777.47998,51562.4666666667
777.89056,51525.8666666667
778.30121,51462.9
778.71173,51423.7
779.12231,51403.1333333333
779.53278,51325.5
779.9433,51288.7
780.35376,51281.9
780.76422,51211.2666666667
781.17462,51196.2333333333
781.58502,51138.8333333333
781.99542,51059.3333333333
782.40576,51025.4666666667
782.8161,50978.1
783.22638,50940.9666666667
783.63666,50828.3333333333
784.04694,50789.9
784.45715,50746.2666666667
784.86737,50664.7333333333
785.27753,50568.4333333333
785.68768,50537.3333333333
786.09784,50485.0
786.50793,50384.8
786.91803,50324.8666666667
787.32813,50266.7666666667
787.73816,50207.4
788.14813,50132.2
788.55817,50057.0666666667
788.96814,49960.7666666667
789.37805,49910.0666666667
789.78796,49798.2666666667
790.19788,49739.6333333333
790.60773,49707.3333333333
791.01758,49600.1333333333
791.42737,49538.6333333333
791.83722,49460.0
792.24695,49372.4333333333
792.65674,49321.1
793.06647,49242.3333333333
793.47614,49163.2666666667
793.8858,49075.6
794.29547,49010.5333333333
794.70508,48947.0333333333
795.11469,48845.2333333333
795.52429,48771.0333333333
795.93384,48701.4333333333
796.34332,48633.4
796.75287,48523.2333333333
797.16229,48464.3
797.57178,48354.4
797.9812,48280.6666666667
798.39063,48225.6333333333
798.79999,48162.3333333333
799.20935,48065.8
799.61865,47996.4
800.02795,47923.2333333333
800.43726,47826.5
800.8465,47714.0666666667
801.25574,47670.8666666667
801.66492,47612.2
802.0741,47515.7
802.48328,47417.4
802.8924,47372.1
803.30151,47264.1333333333
803.71057,47184.7666666667
804.11963,47129.6666666667
804.52869,47022.4666666667
804.93768,46912.1666666667
805.34668,46868.6666666667
805.75562,46793.0
806.16455,46699.7
806.57349,46597.0666666667
806.98236,46571.3
807.39117,46444.7
807.80005,46339.9
808.2088,46277.3333333333
808.61761,46195.5666666667
809.02637,46104.4333333333
809.43506,46057.7
809.84381,45987.3333333333
810.25244,45853.2
810.66113,45771.6
811.06976,45692.9333333333
811.47833,45638.2
811.8869,45548.2333333333
812.29547,45470.6666666667
812.70398,45369.7666666667
813.11249,45289.7
813.52094,45166.9666666667
813.92938,45117.3333333333
814.33783,45046.8666666667
814.74622,44972.8333333333
815.1546,44875.2
815.56293,44799.3
815.97125,44708.0666666667
816.37958,44636.9666666667
816.78784,44527.1
817.19604,44467.9333333333
817.60425,44396.3
818.01245,44283.3
818.42065,44209.1333333333
818.8288,44136.5333333333
819.23688,44048.5333333333
819.64496,43966.8333333333
820.05304,43869.1
820.46106,43792.9333333333
820.86908,43739.7666666667
821.27704,43638.7
821.685,43534.0333333333
822.09296,43488.9
822.50085,43388.5
822.90875,43326.4
823.31659,43231.8
823.72443,43156.3666666667
824.1322,43097.5666666667
824.53998,42998.6333333333
824.94775,42910.6
825.35547,42844.5333333333
825.76312,42731.1333333333
826.17084,42685.7333333333
826.57843,42591.1
826.98608,42551.7333333333
827.39368,42444.0333333333
827.80121,42349.8333333333
828.20874,42261.5666666667
828.61627,42210.5333333333
829.02374,42146.1
829.43121,42073.8333333333
829.83862,41990.7666666667
830.24603,41895.4666666667
830.65344,41839.6333333333
831.06079,41780.9666666667
831.46808,41694.8
831.87543,41663.7
832.28265,41562.0666666667
832.68994,41474.4
833.09711,41426.0
833.50433,41373.9333333333
833.9115,41291.4
834.3186,41252.3333333333
834.72577,41149.7666666667
835.13281,41106.2333333333
835.53986,41066.4666666667
835.9469,41014.1333333333
836.35394,40947.0
836.76093,40861.9333333333
837.16785,40810.4666666667
837.57477,40752.5666666667
837.98169,40696.5
838.38855,40655.7
838.79535,40575.4
839.20221,40540.5333333333
839.60901,40496.6333333333
840.01575,40430.6
840.42249,40395.5333333333
840.82916,40339.2333333333
841.23584,40291.7
841.64252,40246.2666666667
842.04913,40188.7333333333
842.45575,40132.6666666667
842.8623,40095.2666666667
843.26886,40074.3666666667
843.67535,40027.8333333333
844.08185,39994.6
844.48834,39966.1666666667
844.89478,39927.9
845.30115,39882.1333333333
845.70752,39842.0666666667
846.11389,39833.7333333333
846.5202,39808.8666666667
846.92651,39757.5333333333
847.33276,39712.1
847.73901,39666.2
848.14526,39658.1333333333
848.55145,39605.7666666667
848.95758,39596.7
849.36371,39553.4333333333
849.76984,39538.1
850.1759,39499.2666666667
850.58197,39431.6333333333
850.98798,39434.0
851.39398,39413.3
851.79993,39391.7
852.20587,39321.0666666667
852.61182,39315.2666666667
853.0177,39288.0
853.42352,39255.1333333333
853.82935,39223.2
854.23517,39205.4666666667
854.64093,39155.2333333333
855.04669,39138.6666666667
855.45239,39108.0
855.85809,39092.0333333333
856.26373,39070.6666666667
856.66937,39015.6666666667
857.07495,38983.7333333333
857.48053,38980.9
857.88611,38958.2
858.29163,38911.5666666667
858.69708,38893.9
859.10254,38868.5
859.508,38872.9333333333
859.91339,38847.1333333333
860.31879,38783.7
860.72412,38757.3666666667
861.12946,38739.9333333333
861.53473,38706.6
861.94,38685.8
862.34528,38658.6
862.75049,38639.7333333333
863.15564,38622.3333333333
863.56079,38610.2666666667
863.96594,38574.8333333333
864.37103,38539.7666666667
864.77606,38509.7
865.18109,38478.3333333333
865.58612,38475.1
865.99109,38450.9333333333
866.39606,38404.5
866.80096,38387.8666666667
867.20587,38376.2333333333
867.61072,38328.2333333333
868.01556,38302.3666666667
868.42041,38313.0333333333
868.8252,38264.7
869.22992,38213.0333333333
869.63464,38195.8333333333
870.03937,38164.6333333333
870.44403,38128.2666666667
870.84863,38124.7666666667
871.25323,38110.7
871.65784,38054.1333333333
872.06238,38028.6666666667
872.46692,37992.1666666667
872.8714,37931.2333333333
873.27588,37944.5333333333
873.6803,37897.9333333333
874.08472,37868.5666666667
874.48907,37805.8333333333
