ixdat version = 0.2.0dev
name = extended_platinum_ec
technique = EC
tstamp = 1580480022.056785
backend_name = BackendBase(none, address=none)
id = 7
timecol 'time/s' for: '$U_{RHE}$ / [V]' and '<I>/mA' and 'selector'
aliases = {"t": ["time/s"], "raw_potential": ["$U_{RHE}$ / [V]"], "raw_current": ["<I>/mA"], "selector": ["selector"]}
N_header_lines = 11

time/s,	$U_{RHE}$ / [V],	<I>/mA,	selector
332.86829590797424,	1.01876342,	0.004466085423186383,	2
333.0223958492279,	1.02186757,	0.004492733169338364,	2
333.17649602890015,	1.02494004,	0.004529967973899755,	2
333.3305959701538,	1.02819413,	0.004565031224897525,	2
333.48469591140747,	1.03138905,	0.004587894278204866,	2
333.63879585266113,	1.03433865,	0.00462786376044276,	2
333.7928960323334,	1.0372879799999999,	0.004653732465709381,	2
333.94699597358704,	1.04054793,	0.004683006702398698,	2
334.1010959148407,	1.0436924699999999,	0.00471637836752882,	2
334.25519585609436,	1.04669305,	0.004747750647077532,	2
334.4092960357666,	1.04978859,	0.004779881751641887,	2
334.56339597702026,	1.05270934,	0.004816059365678763,	2
334.7174959182739,	1.05567166,	0.00484228935629915,	2
334.8715958595276,	1.05915916,	0.004874771609268067,	2
335.02569603919983,	1.0619510699999999,	0.004906029525514652,	2
335.1797959804535,	1.06486824,	0.004944018275821541,	2
335.33389592170715,	1.06791678,	0.004986031261867849,	2
335.4879958629608,	1.0710669099999999,	0.005017828126728227,	2
335.6420958042145,	1.07391116,	0.005053854595797876,	2
335.7961959838867,	1.07720327,	0.005077244385464308,	2
335.9502959251404,	1.08012065,	0.005111832246595373,	2
336.10439586639404,	1.08297118,	0.005153942513285797,	2
336.2584958076477,	1.0860694,	0.005176158471317652,	2
336.41259598731995,	1.0891013699999998,	0.005215274376945231,	2
336.5666959285736,	1.09239232,	0.005253830765762135,	2
336.72079586982727,	1.0952123999999999,	0.005276580548400758,	2
336.87489581108093,	1.09806126,	0.005310596238485538,	2
337.0289959907532,	1.10115218,	0.005350512988367175,	2
337.18309593200684,	1.10434708,	0.005371766992264077,	2
337.3371958732605,	1.10747629,	0.005427799526778368,	2
337.49129581451416,	1.1103881,	0.005447950253602243,	2
337.6453959941864,	1.11341515,	0.005479136103490503,	2
337.79949593544006,	1.1164247999999999,	0.005496704275283051,	2
337.9535958766937,	1.11953848,	0.005526877299624755,	2
338.1076958179474,	1.1224996699999998,	0.005562088528231195,	2
338.26179599761963,	1.12528765,	0.005578439716631502,	2
338.4158959388733,	1.12866574,	0.005601539598510674,	2
338.56999588012695,	1.13147997,	0.005633598951496205,	2
338.7240958213806,	1.13469931,	0.005646816183973724,	2
338.8781957626343,	1.13756993,	0.005664864695960517,	2
339.0322959423065,	1.14042651,	0.005695325400536522,	2
339.1863958835602,	1.14373013,	0.005706723849959926,	2
339.34049582481384,	1.14690628,	0.005735569896053019,	2
339.4945957660675,	1.1496909199999998,	0.005752772647656862,	2
339.64869594573975,	1.15296635,	0.005763182951338576,	2
339.8027958869934,	1.1560079399999998,	0.005769087657942318,	2
339.95689582824707,	1.15913552,	0.005782807300350169,	2
340.11099576950073,	1.16219997,	0.005803289809783486,	2
340.265095949173,	1.16517338,	0.005805728806188543,	2
340.41919589042664,	1.16832676,	0.005814920445910074,	2
340.5732958316803,	1.17146763,	0.005833618209533556,	2
340.72739577293396,	1.17462787,	0.005832210663604407,	2
340.8814959526062,	1.1777756799999999,	0.005835506993311423,	2
341.03559589385986,	1.18095556,	0.005856526442474794,	2
341.1896958351135,	1.1838303799999998,	0.005855339858761591,	2
341.3437957763672,	1.1872234,	0.005866366784420443,	2
341.49789595603943,	1.19023284,	0.005876049659881921,	2
341.6519958972931,	1.1935749599999999,	0.005879882526463737,	2
341.80609583854675,	1.19649315,	0.005874892523104122,	2
341.94469594955444,	1.19934827,	0.005896403669967409,	2
342.0133957862854,	1.20094132,	0.005925584584474564,	2
342.09809589385986,	1.19899538,	0.004297770174973251,	2
342.2520959377289,	1.1959421,	0.003513390977516205,	2
342.4062957763672,	1.19287064,	0.002931904055547618,	2
342.5602958202362,	1.18971878,	0.002480545505573781,	2
342.7144958972931,	1.18680003,	0.002117485203026556,	2
342.86859583854675,	1.18382933,	0.001823150189282367,	2
343.0226957798004,	1.18064573,	0.001564127756455157,	2
343.1767957210541,	1.17758825,	0.001362417146525415,	2
343.3308959007263,	1.17466616,	0.001177814068903672,	2
343.48499584198,	1.17161947,	0.001008890667728078,	2
343.63909578323364,	1.16848316,	0.0008755850089907273,	2
343.7931957244873,	1.165656,	0.0007533897366372466,	2
343.94729590415955,	1.16264036,	0.0006314341494483722,	2
344.1013958454132,	1.15962195,	0.0005400287875971881,	2
344.25549578666687,	1.15664282,	0.0004537581928999966,	2
344.40959572792053,	1.15353444,	0.0003696218545874465,	2
344.5636959075928,	1.15027755,	0.0002881514606147603,	2
344.71779584884644,	1.14734888,	0.0002198125298162304,	2
344.8718957901001,	1.14422813,	0.000161554095147316,	2
345.02599573135376,	1.1410873499999998,	9.450444391436786e-05,	2
345.180095911026,	1.13806525,	4.958716815719597e-05,	2
345.33419585227966,	1.13513508,	1.061219243849071e-06,	2
345.4882957935333,	1.13237932,	-5.905426290090982e-05,	2
345.642395734787,	1.12908595,	-9.623334970048378e-05,	2
345.79649591445923,	1.12618467,	-0.0001382222915684707,	2
345.9505958557129,	1.12286245,	-0.0001856691111520525,	2
346.10469579696655,	1.11980244,	-0.000221865165966101,	2
346.2587957382202,	1.1168018499999999,	-0.0002511299557609783,	2
346.4128956794739,	1.113718,	-0.0002982038950736063,	2
346.5669958591461,	1.11071002,	-0.0003316743583526962,	2
346.7210958003998,	1.10720649,	-0.0003737273770791324,	2
346.87519574165344,	1.10441464,	-0.0003942579449460809,	2
347.0292956829071,	1.10117715,	-0.0004363314819904353,	2
347.18339586257935,	1.09819623,	-0.0004598979875175338,	2
347.337495803833,	1.09503018,	-0.0004891400561529919,	2
347.49159574508667,	1.09160649,	-0.0005291569811812103,	2
347.64569568634033,	1.08874121,	-0.0005579135030211462,	2
347.7997958660126,	1.08556652,	-0.0005802806531782726,	2
347.95389580726624,	1.08231341,	-0.000621899718218316,	2
348.1079957485199,	1.07918787,	-0.0006479928861235345,	2
348.26209568977356,	1.07617917,	-0.000673295021148379,	2
348.4161958694458,	1.0728906999999999,	-0.0007094973585336428,	2
348.57029581069946,	1.06981179,	-0.0007427796043859968,	2
348.7243957519531,	1.06660139,	-0.0007784223267126422,	2
348.8784956932068,	1.0634358499999998,	-0.0008043295577514348,	2
349.032595872879,	1.0605314,	-0.0008351960181713445,	2
349.1866958141327,	1.05740553,	-0.0008633683061465957,	2
349.34079575538635,	1.05425959,	-0.0008913925499125664,	2
349.49489569664,	1.05093953,	-0.0009354508032528089,	2
349.6489956378937,	1.04804182,	-0.000967257791723658,	2
349.8030958175659,	1.04461878,	-0.000994035709555554,	2
349.9571957588196,	1.04173287,	-0.001036540105075097,	2
350.11129570007324,	1.03853753,	-0.001069465115914291,	2
350.2653956413269,	1.03554734,	-0.001100210543997119,	2
350.41949582099915,	1.03214046,	-0.001143976244644296,	2
350.5735957622528,	1.02910781,	-0.001178585205528529,	2
350.72769570350647,	1.02580481,	-0.001218791461842893,	2
350.88179564476013,	1.0228643099999999,	-0.001257486948979595,	2
351.0358958244324,	1.01964092,	-0.001300642333969343,	2
351.18999576568604,	1.0165739,	-0.001335340798061077,	2
351.3440957069397,	1.01341661,	-0.001382188611750833,	2
351.49819564819336,	1.01035171,	-0.001423791449561999,	2
351.6522958278656,	1.0072908699999998,	-0.001472387347516983,	2
351.80639576911926,	1.00426176,	-0.001511154357169859,	2
351.9604957103729,	1.0009913099999999,	-0.001564836085258786,	2
352.1145956516266,	0.99798801,	-0.001610729589570108,	2
352.2686958312988,	0.99500647,	-0.001656523955500814,	2
352.4227957725525,	0.99197954,	-0.001714724795135257,	2
352.57689571380615,	0.9886793199999999,	-0.001777982997503973,	2
352.7309956550598,	0.98579433,	-0.001822457497577396,	2
352.8850955963135,	0.9829308699999999,	-0.00188264341652466,	2
353.0391957759857,	0.9798003099999999,	-0.001937045093386068,	2
353.1932957172394,	0.97660485,	-0.001993323421833011,	2
353.34739565849304,	0.9735997,	-0.002055806638205572,	2
353.5014955997467,	0.97069421,	-0.002117173058548522,	2
353.65559577941895,	0.96763757,	-0.002183769046941918,	2
353.8096957206726,	0.9646892699999999,	-0.002245995356221317,	2
353.96379566192627,	0.96142111,	-0.002312704255373249,	2
354.11789560317993,	0.95851157,	-0.002384834819012034,	2
354.2719957828522,	0.9555897999999999,	-0.002449387851191087,	2
354.42609572410583,	0.95247483,	-0.002528329768843346,	2
354.5801956653595,	0.9493975299999999,	-0.002615255373102698,	2
354.73429560661316,	0.9461254299999999,	-0.002683389875971755,	2
354.8883957862854,	0.94342173,	-0.002763813260596958,	2
355.04249572753906,	0.9401999999999999,	-0.002839203283085796,	2
355.1965956687927,	0.9372934399999999,	-0.002917906010709117,	2
355.3506956100464,	0.93413251,	-0.00300237749327105,	2
355.5047957897186,	0.93130318,	-0.003083368930623775,	2
355.6588957309723,	0.92817525,	-0.003172895490255047,	2
355.81299567222595,	0.9251173699999999,	-0.003256567852474954,	2
355.9670956134796,	0.92215654,	-0.003342537817584083,	2
356.1211955547333,	0.9190832499999999,	-0.003428799566940666,	2
356.2752957344055,	0.9161389,	-0.003520635133510065,	2
356.4293956756592,	0.91297969,	-0.003605581072422863,	2
356.58349561691284,	0.91008307,	-0.003714609115664833,	2
356.7375955581665,	0.90692584,	-0.003792114016412856,	2
356.89169573783875,	0.90421588,	-0.003884273173905474,	2
357.0457956790924,	0.90077787,	-0.003970677897112425,	2
357.19989562034607,	0.89783898,	-0.004057157709644148,	2
357.35399556159973,	0.8948110199999999,	-0.004147411292240336,	2
357.508095741272,	0.8919007999999999,	-0.004233786873798266,	2
357.66219568252563,	0.8887430399999999,	-0.00431747968867875,	2
357.8162956237793,	0.88565102,	-0.004403510048304346,	2
357.97039556503296,	0.88250228,	-0.004475741701206064,	2
358.1244957447052,	0.87967364,	-0.004560030543343039,	2
358.27859568595886,	0.87641602,	-0.004634580388588438,	2
358.4326956272125,	0.87352986,	-0.004704764078960522,	2
358.5867955684662,	0.87009363,	-0.004793320669025221,	2
358.7408957481384,	0.86729918,	-0.004856269430087365,	2
358.8949956893921,	0.86391204,	-0.004910196537174512,	2
359.04909563064575,	0.86090847,	-0.004962806211985638,	2
359.2031955718994,	0.85771623,	-0.005018085231732965,	2
359.35729575157166,	0.8547032099999999,	-0.005067450594769138,	2
359.5113956928253,	0.85159522,	-0.005109527061390701,	2
359.665495634079,	0.84816414,	-0.00514775730022185,	2
359.81959557533264,	0.84521748,	-0.005178747199350294,	2
359.9736955165863,	0.84218885,	-0.005198933033344538,	2
360.12779569625854,	0.83870891,	-0.005218443648461163,	2
360.2818956375122,	0.83554379,	-0.005234055675704169,	2
360.43599557876587,	0.83263257,	-0.005231230727792691,	2
360.59009552001953,	0.8294773799999999,	-0.005248966907613992,	2
360.7441956996918,	0.8263323,	-0.005235398101206698,	2
360.89829564094543,	0.82304427,	-0.005210821043217066,	2
361.0523955821991,	0.8199179799999999,	-0.00518424178017679,	2
361.20649552345276,	0.81705946,	-0.005157888282444068,	2
361.360595703125,	0.8137835449999999,	-0.00511022977692456,	2
361.51469564437866,	0.810416501,	-0.005065331387776151,	2
361.6687955856323,	0.80736455,	-0.005010125863307166,	2
361.822895526886,	0.8045027069999999,	-0.004950942960461393,	2
361.9769957065582,	0.8012189829999999,	-0.004876499538847423,	2
362.1310956478119,	0.797896851,	-0.004803274099071303,	2
362.28519558906555,	0.794941079,	-0.004726522937536559,	2
362.4392955303192,	0.79170325,	-0.004643685969636296,	2
362.59339570999146,	0.78872579,	-0.004555726375587439,	2
362.7474956512451,	0.785350699,	-0.004461452017704884,	2
362.9015955924988,	0.7822731549999999,	-0.004349039405834011,	2
363.05569553375244,	0.77933516,	-0.004245490849394615,	2
363.2097954750061,	0.776094858,	-0.004142045143151224,	2
363.36389565467834,	0.773047242,	-0.004024378632186562,	2
363.517995595932,	0.769813035,	-0.003914404200407515,	2
363.67209553718567,	0.7670878769999999,	-0.003808434438371415,	2
363.82619547843933,	0.7637352159999999,	-0.003686340497372905,	2
363.9802956581116,	0.760675963,	-0.003571749390506668,	2
364.13439559936523,	0.757372387,	-0.003463453878678368,	2
364.2884955406189,	0.754415602,	-0.003353867283086578,	2
364.44259548187256,	0.751325656,	-0.003247144775185971,	2
364.5966956615448,	0.7482485099999999,	-0.003141115284451504,	2
364.75079560279846,	0.74523893,	-0.003040748577039336,	2
364.9048955440521,	0.7420623399999999,	-0.002926185293570086,	2
365.0589954853058,	0.73912439,	-0.002830522597173327,	2
365.213095664978,	0.7360499779999999,	-0.002741913414039947,	2
365.3671956062317,	0.733012263,	-0.002637827848084306,	2
365.52129554748535,	0.7299888649999999,	-0.002551793685418566,	2
365.675395488739,	0.7272174499999999,	-0.00247193287558102,	2
365.82949566841125,	0.7241312388,	-0.002382862328278671,	2
365.9835956096649,	0.7210723256,	-0.002298153057023078,	2
366.1376955509186,	0.7179641447999999,	-0.00223155537635418,	2
366.29179549217224,	0.715069494803,	-0.00215117325316674,	2
366.4458954334259,	0.7123290795,	-0.002020712222680488,	2
366.59999561309814,	0.7093762603,	-0.001988379234149244,	2
366.7540955543518,	0.7060634188,	-0.001933260772293201,	2
366.90819549560547,	0.703310959,	-0.001864365960378426,	2
367.06229543685913,	0.700383839,	-0.001810518929514983,	2
367.2163956165314,	0.69726985,	-0.00176133406589226,	2
367.37049555778503,	0.6941245389999999,	-0.001698871998735068,	2
367.5245954990387,	0.691194004,	-0.001644413529657537,	2
367.67869544029236,	0.688141849,	-0.001604204096296007,	2
367.8327956199646,	0.685276287,	-0.00154460160587081,	2
367.98689556121826,	0.682016086,	-0.001493712526462974,	2
368.1409955024719,	0.67913685,	-0.001456940964563225,	2
368.2950954437256,	0.6759888829999999,	-0.001408566951113578,	2
368.4491956233978,	0.67290438,	-0.001368116365002211,	2
368.6032955646515,	0.670049645,	-0.001329805190626133,	2
368.75739550590515,	0.6671579329999999,	-0.001287297686226069,	2
368.9114954471588,	0.6639970129999999,	-0.001241121060457841,	2
369.06559562683105,	0.660993207,	-0.001207200132391149,	2
369.2196955680847,	0.657865949,	-0.00118088871728843,	2
369.3737955093384,	0.654940125,	-0.001137569337244529,	2
369.52789545059204,	0.651875843,	-0.0011053953735599,	2
369.6819953918457,	0.648884583,	-0.001083940026165416,	2
369.83609557151794,	0.645702388,	-0.001045767571992688,	2
369.9901955127716,	0.642496709,	-0.001012429275102655,	2
370.14429545402527,	0.639697436,	-0.0009960866566757175,	2
370.29839539527893,	0.636406187,	-0.0009639899786364047,	2
370.4524955749512,	0.6332452479999999,	-0.0009385138641274902,	2
370.60659551620483,	0.630161252,	-0.0009169700691849837,	2
370.7606954574585,	0.626910705,	-0.0008957690063743536,	2
370.91479539871216,	0.6239160189999999,	-0.0008628504786577888,	2
371.0688955783844,	0.620961931,	-0.0008477788691999629,	2
371.22299551963806,	0.617728744,	-0.0008301838456025524,	2
371.3770954608917,	0.6144885499999999,	-0.0008058653368415466,	2
371.5311954021454,	0.61158951,	-0.0007836888969391387,	2
371.6852955818176,	0.60837549,	-0.0007750780947240327,	2
371.8393955230713,	0.6053465,	-0.0007523372781993651,	2
371.99349546432495,	0.60189681,	-0.0007318799869001948,	2
372.1475954055786,	0.5987477,	-0.0007256345196376491,	2
372.30169558525085,	0.59567143,	-0.000717130797669812,	2
372.4557955265045,	0.59265769,	-0.0006919233273668573,	2
372.6098954677582,	0.58952129,	-0.0006850353876139831,	2
372.76399540901184,	0.58636836,	-0.0006741282549725088,	2
372.9180953502655,	0.58307652,	-0.0006573951033531037,	2
373.07219552993774,	0.58014132,	-0.000648808125029491,	2
373.2262954711914,	0.57685431,	-0.0006458634763155148,	2
373.38039541244507,	0.5736598799999999,	-0.0006332044302811771,	2
373.53449535369873,	0.57070733,	-0.0006221933084698036,	2
373.688595533371,	0.5672500699999999,	-0.0006192463446212538,	2
373.84269547462463,	0.56422759,	-0.0006128336137913581,	2
373.9967954158783,	0.56096708,	-0.0005997191882218611,	2
374.15089535713196,	0.5579153099999999,	-0.0006005853173159112,	2
374.3049955368042,	0.55468253,	-0.0006023740292688647,	2
374.45909547805786,	0.55183723,	-0.0005868789296112637,	2
374.6131954193115,	0.54845972,	-0.0005857009418674917,	2
374.7672953605652,	0.54523667,	-0.0005862927532676553,	2
374.9213955402374,	0.5423414799999999,	-0.0005777769153940465,	2
375.0754954814911,	0.5394246199999999,	-0.0005753680980056259,	2
375.22959542274475,	0.53605145,	-0.000576336961853401,	2
375.3836953639984,	0.5328283,	-0.0005749411548388811,	2
375.53779554367065,	0.52966885,	-0.0005687110573717735,	2
375.6918954849243,	0.5265626299999999,	-0.0005698974742318569,	2
375.845995426178,	0.5237304199999999,	-0.000570696906987799,	2
376.00009536743164,	0.52047714,	-0.000566254389116852,	2
376.1541955471039,	0.51734669,	-0.0005637977210539496,	2
376.30829548835754,	0.51423162,	-0.0005746249327952388,	2
376.4623954296112,	0.5112635799999999,	-0.0005643462530756111,	2
376.61649537086487,	0.50825424,	-0.0005616362907331112,	2
376.77059531211853,	0.50506629,	-0.0005655664752153759,	2
376.92469549179077,	0.50190694,	-0.0005650640584105582,	2
377.07879543304443,	0.49904671,	-0.0005600563787744994,	2
377.2328953742981,	0.49624966,	-0.0005622705409767444,	2
377.38699531555176,	0.49298328999999996,	-0.0005632198767086833,	2
377.541095495224,	0.48998186999999993,	-0.0005592023347580548,	2
377.69519543647766,	0.48699534,	-0.0005564070721293772,	2
377.8492953777313,	0.48392923,	-0.0005633398145280816,	2
378.003395318985,	0.48110871,	-0.0005595794652197962,	2
378.1574954986572,	0.47792426999999993,	-0.0005528510273925986,	2
378.3115954399109,	0.47469239999999996,	-0.0005649970151620446,	2
378.46569538116455,	0.47186421999999995,	-0.0005615396642759887,	2
378.6197953224182,	0.46878343,	-0.00055006333634822,	2
378.77389550209045,	0.46578827,	-0.0005533434417484568,	2
378.9279954433441,	0.46282574,	-0.0005558394737485515,	2
379.0820953845978,	0.4599232,	-0.0005509854142363921,	2
379.23619532585144,	0.45670872999999995,	-0.0005503042246517362,	2
379.3902955055237,	0.45363422999999997,	-0.000557063845731591,	2
379.54439544677734,	0.45078861,	-0.0005543420108651102,	2
379.698495388031,	0.44785611999999997,	-0.0005476127747277536,	2
379.85259532928467,	0.44492548,	-0.0005548397555490865,	2
380.00669527053833,	0.44168686999999995,	-0.0005596750087370848,	2
380.16079545021057,	0.43869563999999994,	-0.0005492061051646565,	2
380.31489539146423,	0.43571695,	-0.0005589267083189759,	2
380.4689953327179,	0.43249120999999996,	-0.0005641860063190533,	2
380.62309527397156,	0.42956888,	-0.0005574083690735318,	2
380.7771954536438,	0.42652997,	-0.0005585795992932661,	2
380.93129539489746,	0.42330745,	-0.0005719252334184695,	2
381.0853953361511,	0.42044930999999997,	-0.0005670911048733129,	2
381.2394952774048,	0.41736715999999996,	-0.0005668981222578719,	2
381.393595457077,	0.41444537,	-0.0005757082411309566,	2
381.5476953983307,	0.41138874999999997,	-0.0005820784769909001,	2
381.70179533958435,	0.40831791999999995,	-0.0005769493415597694,	2
381.855895280838,	0.40513154999999995,	-0.0005869123748876732,	2
381.96369528770447,	0.40291552999999997,	-0.0005724181061131936,	2
382.00239539146423,	0.40145297999999996,	-0.0007221675621960199,	3
382.0870952606201,	0.40068665,	-0.0005969657313784835,	3
382.24119544029236,	0.39758425999999997,	-0.0006001877091032174,	3
382.395295381546,	0.39440085999999996,	-0.0006117389417192594,	3
382.5493953227997,	0.39137311999999996,	-0.0006188951228667154,	3
382.70349526405334,	0.38839482999999997,	-0.0006214327434291671,	3
382.8575954437256,	0.38520527,	-0.0006312282964320761,	3
383.01169538497925,	0.38192042,	-0.0006522077489095352,	3
383.1657953262329,	0.3787463,	-0.0006560824513687433,	3
383.3198952674866,	0.3757056,	-0.0006660309581990806,	3
383.4739954471588,	0.37261997999999996,	-0.0006893308637876227,	3
383.6280953884125,	0.36960741999999996,	-0.0006998218134419924,	3
383.78219532966614,	0.36668995,	-0.000711865716386022,	3
383.9362952709198,	0.36331206,	-0.0007410431137717405,	3
384.09039545059204,	0.36029638999999997,	-0.0007579794057108659,	3
384.2444953918457,	0.35692134,	-0.0007890799120212448,	3
384.39859533309937,	0.35353583,	-0.0008098160647367042,	3
384.552695274353,	0.35076272,	-0.0008394408285697704,	3
384.7067952156067,	0.34736683999999995,	-0.0008669497361747194,	3
384.86089539527893,	0.34435608999999995,	-0.00090213775318361,	3
385.0149953365326,	0.34092365999999996,	-0.0009407105761841082,	3
385.16909527778625,	0.338153,	-0.0009848848993140678,	3
385.3231952190399,	0.33493801999999995,	-0.001019319901808396,	3
385.47729539871216,	0.33174851,	-0.001077561378558795,	3
385.6313953399658,	0.32847826999999996,	-0.001117954490904101,	3
385.7854952812195,	0.32539378999999996,	-0.001167383052476958,	3
385.93959522247314,	0.32218441,	-0.001227932239182036,	3
386.0936954021454,	0.3190476,	-0.001288180522911696,	3
386.24779534339905,	0.31583862999999995,	-0.001340594148259184,	3
386.4018952846527,	0.31281483,	-0.001402859324158205,	3
386.5559952259064,	0.30972038999999996,	-0.001457722022376564,	3
386.7100954055786,	0.30653961999999996,	-0.001517613644385446,	3
386.8641953468323,	0.30324830999999997,	-0.001591428927325257,	3
387.01829528808594,	0.30040004,	-0.00165027345003012,	3
387.1723952293396,	0.29717603,	-0.001716550039030554,	3
387.32649540901184,	0.29418947999999995,	-0.00179327129676618,	3
387.4805953502655,	0.29091638,	-0.001863796325740283,	3
387.63469529151917,	0.28764935999999997,	-0.00194500814833793,	3
387.7887952327728,	0.28463499999999997,	-0.002055583822156211,	3
387.9428951740265,	0.28175571,	-0.002151702958248281,	3
388.09699535369873,	0.27865681,	-0.002272115819466573,	3
388.2510952949524,	0.27539991999999996,	-0.002390920749925737,	3
388.40519523620605,	0.27249279,	-0.002500289086827853,	3
388.5592951774597,	0.26917772999999995,	-0.002614725145340315,	3
388.71339535713196,	0.26632234,	-0.002789428662197925,	3
388.8674952983856,	0.26330527,	-0.002940848798834543,	3
389.0215952396393,	0.26023789999999997,	-0.003095729512228533,	3
389.17569518089294,	0.25712543,	-0.00328297234947628,	3
389.3297953605652,	0.25391885,	-0.00339385672155007,	3
389.48389530181885,	0.2510145,	-0.003689007074645499,	3
389.6379952430725,	0.24811228999999996,	-0.003595065747579521,	3
389.7920951843262,	0.2451908,	-0.003813780687160095,	3
389.9461953639984,	0.24189152999999997,	-0.003924808534250562,	3
390.1002953052521,	0.23874812999999995,	-0.004139160405700684,	3
390.25439524650574,	0.23585909,	-0.004078655004098319,	3
390.4084951877594,	0.23299758999999998,	-0.004038760998899917,	3
390.56259536743164,	0.23003812999999995,	-0.004078610221625298,	3
390.7166953086853,	0.22705202999999996,	-0.004005843776276734,	3
390.87079524993896,	0.22388168999999997,	-0.003983172280640573,	3
391.0248951911926,	0.22065912999999998,	-0.00385669140054918,	3
391.1789951324463,	0.21792503999999996,	-0.00376478421770771,	3
391.33309531211853,	0.21479090999999995,	-0.003724854661807134,	3
391.4871952533722,	0.21179278999999995,	-0.003619513557178308,	3
391.64129519462585,	0.20865347999999995,	-0.003557337665966342,	3
391.7953951358795,	0.20592411999999993,	-0.003556762768950839,	3
391.94949531555176,	0.20267393999999994,	-0.003514343167070234,	3
392.1035952568054,	0.19977221,	-0.003562170860471107,	3
392.2576951980591,	0.196704,	-0.003529033406154699,	3
392.41179513931274,	0.19370069999999995,	-0.00358314176976475,	3
392.565895318985,	0.19064398999999999,	-0.003657227882020345,	3
392.71999526023865,	0.18791981999999996,	-0.003606997568602208,	3
392.8740952014923,	0.18448427,	-0.00379688736634406,	3
393.028195142746,	0.18153925999999998,	-0.00385588044767772,	3
393.1822953224182,	0.17859377999999992,	-0.003992426820507475,	3
393.3363952636719,	0.17552908999999994,	-0.004165347687469739,	3
393.49049520492554,	0.17261216000000001,	-0.004253416973884719,	3
393.6445951461792,	0.16959168999999996,	-0.004379037401142434,	3
393.79869532585144,	0.16615470999999993,	-0.004696512719817456,	3
393.9527952671051,	0.16328104999999993,	-0.004811314101768119,	3
394.10689520835876,	0.16028114999999998,	-0.005118516429560169,	3
394.2609951496124,	0.15721085,	-0.005343788177019429,	3
394.4150950908661,	0.15419771999999998,	-0.005567831983166016,	3
394.56919527053833,	0.15083029999999997,	-0.005769186570049364,	3
394.723295211792,	0.14799991,	-0.006064221223477169,	3
394.87739515304565,	0.14482715000000002,	-0.006400191551923451,	3
395.0314950942993,	0.14179471,	-0.00661160831567896,	3
395.18559527397156,	0.13870908999999998,	-0.006875566241400372,	3
395.3396952152252,	0.13536366,	-0.007177854138518333,	3
395.4937951564789,	0.13204362999999997,	-0.007309675394769927,	3
395.64789509773254,	0.12924959999999996,	-0.007571258273751935,	3
395.8019952774048,	0.12624749000000002,	-0.007811740517405116,	3
395.95609521865845,	0.12286730999999995,	-0.007909568338666184,	3
396.1101951599121,	0.11951294000000001,	-0.008109889286014138,	3
396.26429510116577,	0.11657836999999993,	-0.008118565382217308,	3
396.418395280838,	0.11313476999999994,	-0.00809689700183958,	3
396.5724952220917,	0.11038371999999996,	-0.007985236103675124,	3
396.72659516334534,	0.10706927999999993,	-0.007899907265414313,	3
396.880695104599,	0.10395482,	-0.007769086002705872,	3
397.03479528427124,	0.10064688,	-0.007562160372067889,	3
397.1888952255249,	0.09770402,	-0.007374922680199764,	3
397.34299516677856,	0.09452291999999995,	-0.007249623875739145,	3
397.4970951080322,	0.09136840000000002,	-0.00704614691948538,	3
397.65119528770447,	0.08818879000000002,	-0.006919587030377576,	3
397.80529522895813,	0.08513775000000001,	-0.006838069699566678,	3
397.9593951702118,	0.08207436999999995,	-0.006657989667926417,	3
398.11349511146545,	0.07870462,	-0.006643805283564355,	3
398.2675950527191,	0.07556589999999996,	-0.006639696511497345,	3
398.42169523239136,	0.07244220000000001,	-0.006617871654389464,	3
398.575795173645,	0.06930824999999996,	-0.00668131508674432,	3
398.7298951148987,	0.06636407999999994,	-0.00681274575160027,	3
398.88399505615234,	0.06332870999999995,	-0.00700317784729498,	3
399.0380952358246,	0.05995317999999994,	-0.007276843592533264,	3
399.19219517707825,	0.05663885999999996,	-0.007630050102797437,	3
399.3462951183319,	0.05367805999999997,	-0.008098093918616517,	3
399.50039505958557,	0.05066815000000002,	-0.00867881648595882,	3
399.6544952392578,	0.047387979999999996,	-0.009464805660573977,	3
399.8085951805115,	0.044272089999999986,	-0.01044837443473934,	3
399.96269512176514,	0.041235709999999925,	-0.01170209521302993,	3
400.1167950630188,	0.03835895,	-0.01313845619943916,	3
400.2246952056885,	0.03606608,	-0.01436560913466844,	3
400.24919509887695,	0.03569409000000001,	-0.01445595640689135,	3
400.2645950317383,	0.03531255999999994,	-0.01413751787195605,	3
400.3493950366974,	0.03726407999999992,	-0.006348904854960979,	3
400.50349521636963,	0.04021087000000001,	-0.0001237940426771628,	3
400.6575951576233,	0.043691839999999926,	0.002092386099081509,	3
400.81169509887695,	0.046933319999999945,	0.003238824489764994,	3
400.9657950401306,	0.04992987999999998,	0.003696215714198897,	3
401.11989521980286,	0.05275812000000002,	0.003967976066738113,	3
401.2739951610565,	0.05613252000000002,	0.004123990374636937,	3
401.4280951023102,	0.05919440999999992,	0.004167146710704714,	3
401.58219504356384,	0.06245020000000001,	0.004166847127333478,	3
401.7362952232361,	0.06544097999999998,	0.004163274673632811,	3
401.89039516448975,	0.06848790999999999,	0.004167906351667056,	3
402.0444951057434,	0.07162603000000001,	0.004147519811740602,	3
402.19859504699707,	0.07508017999999994,	0.004176925324594412,	3
